player1,player2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Remi,Suuna,AaBx6dYOHJDR6s8OEqDg9JcPCUFxO1cTFbFxotkaDPFgr8YdDUEQ1NEdGsER3KEZFWAA,FWDAyRcNAxAh0WoVFqAx9GMPCkAx9UgPFGGBaIEZG2FxCrcRFRGAacQWDJFA1MYdDEAA,Hu Tao\\Kachina\\Xilonen,Hu Tao\\Kuki Shinobu\\Yaoyao,1,0,2\\3,,,,TRUE,FALSE,AS,63,2,3
Kanon,Nukleer,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,FhHB0W8dEZGB2XUMFxBRwXgTF6GAWoMYCIBQ/oUPCOFgAYYQFBFxA0cQCjEw06MdHTAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Furina\\Kaveh\\Yelan,1,0,2\\3,,,,TRUE,FALSE,AS,64,2,3
Ark,DarkShrine,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,G0EAlCsOAAAR4JEUGcEQTJ0YCaHQirYdCzFg070WDJFgacYcDFHQ1M0dDUEQ3NEdGcAA,Cryo Hypostasis\\Nilou\\Yae Miko,Ganyu\\Noelle\\Rosaria,1,0,2\\3,,,,TRUE,FALSE,AS,65,2,3
diarin,ersihfrans,EeBR6aQOApDA6mgOGqBx9FcPFUBw9rYPDJEQusEbE6FhzDYcDMFg1MYdDEGQ3MkdDcAA,FUDhxUAMAFBByUQMCJBQ0YYNFxDw9JcPE0AB9jAQE4ExCDMTFbFwO78QC7Hw3MQdDMAA,Chiori\\La Signora\\Zhongli,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,1,0,2\\3,,,,TRUE,FALSE,AS,66,2,3
Ianradtan,SOMU,ARFxwgUNF1HixngNCZGhyo8bEzHi4C8OCvFx4ZgPGQEi74MPGuIyBJQRDDLREb4SDQEB,FZDA0SYNARFxWmMPFkAw9ZsPE2AB9kgWFIGBloEQGKEQDcQWDJFAacYdDEFg1MkdDMAA,Chongyun\\Shenhe\\Yun Jin,Hu Tao\\Kuki Shinobu\\Venti,0,1,2\\3,,,,TRUE,FALSE,AS,67,2,3
Nukleer,BYE,FhHB0W8dEZGB2XUMFxBRwXgTF6GAWoMYCIBQ/oUPCOFgAYYQFBFxA0cQCjEw06MdHTAA,,Furina\\Kaveh\\Yelan,,1,,2\\4,,TRUE,,,FALSE,AS,68,2,4
Remi,Ark,AaBx6dYOHJDR6s8OEqDg9JcPCUFxO1cTFbFxotkaDPFgr8YdDUEQ1NEdGsER3KEZFWAA,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,Hu Tao\\Kachina\\Xilonen,Cryo Hypostasis\\Nilou\\Yae Miko,1,0,2\\4,,,,TRUE,FALSE,AS,69,2,4
Kanon,DarkShrine,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,G0EAlCsOAAAR4JEUGcEQTJ0YCaHQirYdCzFg070WDJFgacYcDFHQ1M0dDUEQ3NEdGcAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Ganyu\\Noelle\\Rosaria,0,1,2\\4,,,,TRUE,FALSE,AS,70,2,4
ersihfrans,SOMU,FUDhxUAMAFBByUQMCJBQ0YYNFxDw9JcPE0AB9jAQE4ExCDMTFbFwO78QC7Hw3MQdDMAA,FZDA0SYNARFxWmMPFkAw9ZsPE2AB9kgWFIGBloEQGKEQDcQWDJFAacYdDEFg1MkdDMAA,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,Hu Tao\\Kuki Shinobu\\Venti,0,1,2\\4,,,,TRUE,FALSE,AS,71,2,4
diarin,Ianradtan,EeBR6aQOApDA6mgOGqBx9FcPFUBw9rYPDJEQusEbE6FhzDYcDMFg1MYdDEGQ3MkdDcAA,ARFxwgUNF1HixngNCZGhyo8bEzHi4C8OCvFx4ZgPGQEi74MPGuIyBJQRDDLREb4SDQEB,Chiori\\La Signora\\Zhongli,Chongyun\\Shenhe\\Yun Jin,1,0,2\\4,,,,TRUE,FALSE,AS,72,2,4
Kanon,BYE,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,,1,,2\\5,,TRUE,,,FALSE,AS,73,2,5
diarin,DarkShrine,EeBR6aQOApDA6mgOGqBx9FcPFUBw9rYPDJEQusEbE6FhzDYcDMFg1MYdDEGQ3MkdDcAA,G0EAlCsOAAAR4JEUGcEQTJ0YCaHQirYdCzFg070WDJFgacYcDFHQ1M0dDUEQ3NEdGcAA,Chiori\\La Signora\\Zhongli,Ganyu\\Noelle\\Rosaria,1,0,2\\5,,,,TRUE,FALSE,AS,74,2,5
SOMU,Remi,FZDA0SYNARFxWmMPFkAw9ZsPE2AB9kgWFIGBloEQGKEQDcQWDJFAacYdDEFg1MkdDMAA,AaBx6dYOHJDR6s8OEqDg9JcPCUFxO1cTFbFxotkaDPFgr8YdDUEQ1NEdGsER3KEZFWAA,Hu Tao\\Kuki Shinobu\\Venti,Hu Tao\\Kachina\\Xilonen,0,1,2\\5,,,,TRUE,FALSE,AS,75,2,5
Ark,ersihfrans,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,FUDhxUAMAFBByUQMCJBQ0YYNFxDw9JcPE0AB9jAQE4ExCDMTFbFwO78QC7Hw3MQdDMAA,Cryo Hypostasis\\Nilou\\Yae Miko,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,1,0,2\\5,,,,TRUE,FALSE,AS,76,2,5
Ianradtan,Nukleer,ARFxwgUNF1HixngNCZGhyo8bEzHi4C8OCvFx4ZgPGQEi74MPGuIyBJQRDDLREb4SDQEB,FhHB0W8dEZGB2XUMFxBRwXgTF6GAWoMYCIBQ/oUPCOFgAYYQFBFxA0cQCjEw06MdHTAA,Chongyun\\Shenhe\\Yun Jin,Furina\\Kaveh\\Yelan,0,1,2\\5,,,,TRUE,FALSE,AS,77,2,5
もちつき,Eon!!!,EZBR6qQOAqDA9GgPGkBx9oIPGJEgisEYDKERujYbE6FgTcYcDMFgzMkdDUHg1OkdDsAA,HGDR2xkOHZBh6SIOHKDx6tgPCWBw9pcTFbFxO5McC7FAy7QaC/Fgr7YdC0HQ1MYdDMAA,Chiori\\La Signora\\Zhongli,Kachina\\Lyney\\Xilonen,1,0,3\\1,,,,TRUE,FALSE,AS,78,3,1
Ryssa,AIR,GpBA6Q0OAqDA6mgOGvBx71cPFUBx9J4PGWHgisEbDKERujYcE8FgzMYdDEFg1N4dDsAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Kachina\\Lyney\\Navia,0,1,3\\1,,,,TRUE,FALSE,AS,79,3,1
『Hɨkɑʀʊ』,imo,HZBg6hUOHKDQ9FEPBUAQ9pcTCbFxO1ccGUExxJMQDMFgEMYaDPGQ1MkdDUGw3OkdDsAA,AFBwyScNABDA0YMNCDAw2ooOCODg9I4PCUBw9pcPFWFxBZMQGWEwBr8QE7Fg1MUdDEAA,Kachina\\Xilonen\\Yoimiya,Shenhe\\Tartaglia\\Xiao,1,0,3\\1,,,,TRUE,FALSE,AS,80,3,1
Remi,zen'in,EaDh6tYPHBDQ8pcPCSBx8zMPE0Ax9FcPFVFwO88TDLHxxKEcGkEQy9scDrGQr+kaDvAA,EZHRWrEPG0DR9C8PEmHwip0ZCWHRloEaGCEQ07YQC7HQC78RCwHw1MYdDEFg3MkdDMAA,Kachina\\Thunder Manifestation\\Xilonen,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,3\\1,,,,TRUE,FALSE,AS,81,3,1
Paroy,尔里西里|Akira,HaBR0ZgNFRDh2dcNFpAQ25cPCUBx9FcPFVFxO5MVGbEwlsYRDAFg1MkdDEGQ3ModDMAA,G5ERWhkOAUBx5CIPFkAx9GMPFGCB9kgZG2FxlrccG7GBy7gQE6FQC8YcDFFgxckdDEAA,Abyss Herald: Wicked Torrents\\Sethos\\Xianyun,Hu Tao\\Lyney\\Sigewinne,1,0,3\\1,,,,TRUE,FALSE,AS,82,3,1
匿名R,Kanon,AECw1gQNFGEBOEQTFIBA2oYPCEBg9JcQE4EBCDATE7ExOzMYFaFwir8dC0Hw3MQdDMAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Chongyun\\Mona\\Sayu,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,3\\1,,,,TRUE,FALSE,AS,83,3,1
DarkShrine,zhurowzhu,GwAA4CsUAMERTJEYGaEQy50dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,GJDB2xkOHJDR6Y8OGKDx6s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NkdDUAA,Ganyu\\Noelle\\Rosaria,Kachina\\Lyney\\Navia,1,0,3\\1,,,,TRUE,FALSE,AS,84,3,1
TBNRconfuerza,Ninja,AvBAwRMMABAQwj0MAyDQyE8MCYAQyZENCeCA8Z0PCRDQ9LQPC0BA9bgYC6GA1L8dC0AA,GJDB6RkOHKDR6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Bennett\\Ganyu\\Sucrose,Kachina\\Lyney\\Navia,0,1,3\\1,,,,TRUE,FALSE,AS,85,3,1
ApexKiller,Ianradtan,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,HRFhoV4NHLDQ6ZcOCZBx8lcPFSBx9IIPGEEgA7oQCzHQB70QDHEgO8ITDLGQr8kaGvAA,Kachina\\Lyney\\Navia,Abyss Herald: Wicked Torrents\\Kachina\\Xilonen,1,0,3\\1,,,,TRUE,FALSE,AS,86,3,1
匿名R,BYE,AECw1gQNFGEBOEQTFIBA2oYPCEBg9JcQE4EBCDATE7ExOzMYFaFwir8dC0Hw3MQdDMAA,,Chongyun\\Mona\\Sayu,,1,,3\\2,,TRUE,,,FALSE,AS,87,3,2
TBNRconfuerza,Eon!!!,AvBAwRMMABAQwj0MAyDQyE8MCYAQyZENCeCA8Z0PCRDQ9LQPC0BA9bgYC6GA1L8dC0AA,HGDR2xkOHZBh6SIOHKDx6tgPCWBw9pcTFbFxO5McC7FAy7QaC/Fgr7YdC0HQ1MYdDMAA,Bennett\\Ganyu\\Sucrose,Kachina\\Lyney\\Xilonen,0,1,3\\2,,,,TRUE,FALSE,AS,88,3,2
imo,zhurowzhu,AFBwyScNABDA0YMNCDAw2ooOCODg9I4PCUBw9pcPFWFxBZMQGWEwBr8QE7Fg1MUdDEAA,GJDB2xkOHJDR6Y8OGKDx6s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NkdDUAA,Shenhe\\Tartaglia\\Xiao,Kachina\\Lyney\\Navia,1,0,3\\2,,,,TRUE,FALSE,AS,89,3,2
もちつき,『Hɨkɑʀʊ』,EZBR6qQOAqDA9GgPGkBx9oIPGJEgisEYDKERujYbE6FgTcYcDMFgzMkdDUHg1OkdDsAA,HZBg6hUOHKDQ9FEPBUAQ9pcTCbFxO1ccGUExxJMQDMFgEMYaDPGQ1MkdDUGw3OkdDsAA,Chiori\\La Signora\\Zhongli,Kachina\\Xilonen\\Yoimiya,1,0,3\\2,,,,TRUE,FALSE,AS,90,3,2
DarkShrine,ApexKiller,GwAA4CsUAMERTJEYGaEQy50dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Ganyu\\Noelle\\Rosaria,Kachina\\Lyney\\Navia,1,0,3\\2,,,,TRUE,FALSE,AS,91,3,2
AIR,Paroy,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,HaBR0ZgNFRDh2dcNFpAQ25cPCUBx9FcPFVFxO5MVGbEwlsYRDAFg1MkdDEGQ3ModDMAA,Kachina\\Lyney\\Navia,Abyss Herald: Wicked Torrents\\Sethos\\Xianyun,1,0,3\\2,,,,TRUE,FALSE,AS,92,3,2
zen'in,Ninja,EZHRWrEPG0DR9C8PEmHwip0ZCWHRloEaGCEQ07YQC7HQC78RCwHw1MYdDEFg3MkdDMAA,GJDB6RkOHKDR6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Kachina\\Lyney\\Navia,0,1,3\\2,,,,TRUE,FALSE,AS,93,3,2
Kanon,Ianradtan,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,HRFhoV4NHLDQ6ZcOCZBx8lcPFSBx9IIPGEEgA7oQCzHQB70QDHEgO8ITDLGQr8kaGvAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Abyss Herald: Wicked Torrents\\Kachina\\Xilonen,1,0,3\\2,,,,TRUE,FALSE,AS,94,3,2
尔里西里|Akira,Ryssa,G5ERWhkOAUBx5CIPFkAx9GMPFGCB9kgZG2FxlrccG7GBy7gQE6FQC8YcDFFgxckdDEAA,GpBA6Q0OAqDA6mgOGvBx71cPFUBx9J4PGWHgisEbDKERujYcE8FgzMYdDEFg1N4dDsAA,Hu Tao\\Lyney\\Sigewinne,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,3\\2,,,,TRUE,FALSE,AS,95,3,2
尔里西里|Akira,BYE,G5ERWhkOAUBx5CIPFkAx9GMPFGCB9kgZG2FxlrccG7GBy7gQE6FQC8YcDFFgxckdDEAA,,Hu Tao\\Lyney\\Sigewinne,,1,,3\\3,,TRUE,,,FALSE,AS,96,3,3
もちつき,Ninja,EZBR6qQOAqDA9GgPGkBx9oIPGJEgisEYDKERujYbE6FgTcYcDMFgzMkdDUHg1OkdDsAA,GJDB6RkOHKDR6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Chiori\\La Signora\\Zhongli,Kachina\\Lyney\\Navia,0,1,3\\3,,,,TRUE,FALSE,AS,97,3,3
匿名R,ApexKiller,AECw1gQNFGEBOEQTFIBA2oYPCEBg9JcQE4EBCDATE7ExOzMYFaFwir8dC0Hw3MQdDMAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Chongyun\\Mona\\Sayu,Kachina\\Lyney\\Navia,1,0,3\\3,,,,TRUE,FALSE,AS,98,3,3
Eon!!!,Paroy,HGDR2xkOHZBh6SIOHKDx6tgPCWBw9pcTFbFxO5McC7FAy7QaC/Fgr7YdC0HQ1MYdDMAA,HaBR0ZgNFRDh2dcNFpAQ25cPCUBx9FcPFVFxO5MVGbEwlsYRDAFg1MkdDEGQ3ModDMAA,Kachina\\Lyney\\Xilonen,Abyss Herald: Wicked Torrents\\Sethos\\Xianyun,0,1,3\\3,,,,TRUE,FALSE,AS,99,3,3
TBNRconfuerza,Ianradtan,AvBAwRMMABAQwj0MAyDQyE8MCYAQyZENCeCA8Z0PCRDQ9LQPC0BA9bgYC6GA1L8dC0AA,HRFhoV4NHLDQ6ZcOCZBx8lcPFSBx9IIPGEEgA7oQCzHQB70QDHEgO8ITDLGQr8kaGvAA,Bennett\\Ganyu\\Sucrose,Abyss Herald: Wicked Torrents\\Kachina\\Xilonen,0,1,3\\3,,,,TRUE,FALSE,AS,100,3,3
Kanon,Ryssa,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,GpBA6Q0OAqDA6mgOGvBx71cPFUBx9J4PGWHgisEbDKERujYcE8FgzMYdDEFg1N4dDsAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,3\\3,,,,TRUE,FALSE,AS,101,3,3
imo,zen'in,AFBwyScNABDA0YMNCDAw2ooOCODg9I4PCUBw9pcPFWFxBZMQGWEwBr8QE7Fg1MUdDEAA,EZHRWrEPG0DR9C8PEmHwip0ZCWHRloEaGCEQ07YQC7HQC78RCwHw1MYdDEFg3MkdDMAA,Shenhe\\Tartaglia\\Xiao,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,1,0,3\\3,,,,TRUE,FALSE,AS,102,3,3
AIR,DarkShrine,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,GwAA4CsUAMERTJEYGaEQy50dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,Kachina\\Lyney\\Navia,Ganyu\\Noelle\\Rosaria,1,0,3\\3,,,,TRUE,FALSE,AS,103,3,3
TBNRconfuerza,BYE,AvBAwRMMABAQwj0MAyDQyE8MCYAQyZENCeCA8Z0PCRDQ9LQPC0BA9bgYC6GA1L8dC0AA,,Bennett\\Ganyu\\Sucrose,,1,,3\\4,,TRUE,,,FALSE,AS,104,3,4
匿名R,もちつき,AECw1gQNFGEBOEQTFIBA2oYPCEBg9JcQE4EBCDATE7ExOzMYFaFwir8dC0Hw3MQdDMAA,EZBR6qQOAqDA9GgPGkBx9oIPGJEgisEYDKERujYbE6FgTcYcDMFgzMkdDUHg1OkdDsAA,Chongyun\\Mona\\Sayu,Chiori\\La Signora\\Zhongli,0,1,3\\4,,,,TRUE,FALSE,AS,105,3,4
imo,Paroy,AFBwyScNABDA0YMNCDAw2ooOCODg9I4PCUBw9pcPFWFxBZMQGWEwBr8QE7Fg1MUdDEAA,HaBR0ZgNFRDh2dcNFpAQ25cPCUBx9FcPFVFxO5MVGbEwlsYRDAFg1MkdDEGQ3ModDMAA,Shenhe\\Tartaglia\\Xiao,Abyss Herald: Wicked Torrents\\Sethos\\Xianyun,0,1,3\\4,,,,TRUE,FALSE,AS,106,3,4
Ianradtan,尔里西里|Akira,HRFhoV4NHLDQ6ZcOCZBx8lcPFSBx9IIPGEEgA7oQCzHQB70QDHEgO8ITDLGQr8kaGvAA,G5ERWhkOAUBx5CIPFkAx9GMPFGCB9kgZG2FxlrccG7GBy7gQE6FQC8YcDFFgxckdDEAA,Abyss Herald: Wicked Torrents\\Kachina\\Xilonen,Hu Tao\\Lyney\\Sigewinne,1,0,3\\4,,,,TRUE,FALSE,AS,107,3,4
AIR,Kanon,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Kachina\\Lyney\\Navia,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,3\\4,,,,TRUE,FALSE,AS,108,3,4
Ryssa,ApexKiller,GpBA6Q0OAqDA6mgOGvBx71cPFUBx9J4PGWHgisEbDKERujYcE8FgzMYdDEFg1N4dDsAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Kachina\\Lyney\\Navia,0,1,3\\4,,,,TRUE,FALSE,AS,109,3,4
Ninja,DarkShrine,GJDB6RkOHKDR6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,GwAA4CsUAMERTJEYGaEQy50dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,Kachina\\Lyney\\Navia,Ganyu\\Noelle\\Rosaria,1,0,3\\4,,,,TRUE,FALSE,AS,110,3,4
Ryssa,BYE,GpBA6Q0OAqDA6mgOGvBx71cPFUBx9J4PGWHgisEbDKERujYcE8FgzMYdDEFg1N4dDsAA,,Chiori\\Sangonomiya Kokomi\\Zhongli,,1,,3\\5,,TRUE,,,FALSE,AS,111,3,5
Kanon,Ninja,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,GJDB6RkOHKDR6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Kachina\\Lyney\\Navia,1,0,3\\5,,,,TRUE,FALSE,AS,112,3,5
尔里西里|Akira,TBNRconfuerza,G5ERWhkOAUBx5CIPFkAx9GMPFGCB9kgZG2FxlrccG7GBy7gQE6FQC8YcDFFgxckdDEAA,AvBAwRMMABAQwj0MAyDQyE8MCYAQyZENCeCA8Z0PCRDQ9LQPC0BA9bgYC6GA1L8dC0AA,Hu Tao\\Lyney\\Sigewinne,Bennett\\Ganyu\\Sucrose,1,0,3\\5,,,,TRUE,FALSE,AS,113,3,5
Paroy,ApexKiller,HaBR0ZgNFRDh2dcNFpAQ25cPCUBx9FcPFVFxO5MVGbEwlsYRDAFg1MkdDEGQ3ModDMAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Abyss Herald: Wicked Torrents\\Sethos\\Xianyun,Kachina\\Lyney\\Navia,0,1,3\\5,TRUE,,,,FALSE,AS,114,3,5
imo,DarkShrine,AFBwyScNABDA0YMNCDAw2ooOCODg9I4PCUBw9pcPFWFxBZMQGWEwBr8QE7Fg1MUdDEAA,GwAA4CsUAMERTJEYGaEQy50dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,Shenhe\\Tartaglia\\Xiao,Ganyu\\Noelle\\Rosaria,1,0,3\\5,,,,TRUE,FALSE,AS,115,3,5
AIR,もちつき,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,EZBR6qQOAqDA9GgPGkBx9oIPGJEgisEYDKERujYbE6FgTcYcDMFgzMkdDUHg1OkdDsAA,Kachina\\Lyney\\Navia,Chiori\\La Signora\\Zhongli,1,0,3\\5,,,,TRUE,FALSE,AS,116,3,5
匿名R,Ianradtan,AECw1gQNFGEBOEQTFIBA2oYPCEBg9JcQE4EBCDATE7ExOzMYFaFwir8dC0Hw3MQdDMAA,HRFhoV4NHLDQ6ZcOCZBx8lcPFSBx9IIPGEEgA7oQCzHQB70QDHEgO8ITDLGQr8kaGvAA,Chongyun\\Mona\\Sayu,Abyss Herald: Wicked Torrents\\Kachina\\Xilonen,0,1,3\\5,,,,TRUE,FALSE,AS,117,3,5
imo,BYE,AUAwxDkMEZBgyU8TEoGhOCoVCaFxo0gPFUBx9FcPGGAh9oIUC8Fg1MEdDEER3NodDMAA,,Azhdaha\\Bennett\\Electro Hypostasis,,1,,4\\1,,TRUE,,,FALSE,AS,118,4,1
VPNilou,Minty,EbDRy14TFYHxWmEPFkAh9GIVCbHAipwYCaHQlp0ZE2ExojMdCzFg070dDEFA1MQdDMAA,FZDxyRcVFaDh9GEPFkAR9mITFsEgW5wVCbHAip0ZCVHQ07kdCzGQ1L0dGEFB3IQdDMAA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Eremite Scorching Loremaster,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,0,1,4\\1,,,,TRUE,FALSE,AS,119,4,1
weomi,Ninja,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,EZBR6aQOAqDA6mgPGkBx9FcPFWFwirQbDKEQusEQE6FhzDYcDMFg1MYdDEGQ3N4dDsAA,Mualani\\Noelle\\Xilonen,Chiori\\La Signora\\Zhongli,0,0,4\\1,,,TRUE,TRUE,FALSE,AS,120,4,1
『Hɨkɑʀʊ』,もちつき,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,FUHAlCYVAaBx9GMPFkAw9p0PFGGBaLcdG7Fw28YWDJFgxckcDVEQ1NEdE0Fx3DcdGcAA,Emilie\\Kinich\\Lyney,Hu Tao\\Kuki Shinobu\\Venti,1,0,4\\1,,,,TRUE,FALSE,AS,121,4,1
Paroy,ApexKiller,HRBR2ZgNApBh29cOCXBw55cPFUBx9VcPGZAx+ZMTDLFgO8YVDLGQEModDEGg3NEdDcAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Sethos\\Venti\\Xianyun,Kachina\\Lyney\\Navia,0,1,4\\1,,,,TRUE,FALSE,AS,122,4,1
ersihfrans,AIR,EWDRybEMG5HRWi8PEkDw9J0PCWHRloEZGGEQorYQC7HQC78QC8Hx1DYdE0Fg3MYdDMAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Kachina\\Lyney\\Navia,0,1,4\\1,,,,TRUE,FALSE,AS,123,4,1
Kaizen,Ryzac,FRDA0Q0NAlFhWn0PCUDR9EgPFGCB+YEPGJERaLcQDPFAD8QWDJFgacYdDEGQ3MkdDcAA,GLDB6RkOHJDR6o8OGKDw9IYPCUBw9pcTE7ExOzMcFUFxxFcaDPFg1MYdDUGQ3NkdDcAA,Kuki Shinobu\\Sangonomiya Kokomi\\Venti,Kachina\\Lyney\\Navia,1,0,4\\1,,,,TRUE,FALSE,AS,124,4,1
zen'in,sousou,G0AR4k4OACDR9LYPG0Bh9kgPFGCB+YEVGLERaLcYG6FwirYdCzFg070RFRGAacQWDJAA,HLBx684OEcCR7NAPHRAA8ZcPCSBx8pMPGUAx9KsPGmCw9rQbC6FAPsMTDeFA1NsdDkAA,Charlotte\\Sangonomiya Kokomi\\Sigewinne,Emilie\\Kinich\\Lyney,0,1,4\\1,,,,TRUE,FALSE,AS,125,4,1
Ianradtan,Trion,EWCRyh4MFqHRWnYOFzBh4zEOE0AR5DMPExAx8lcPFSBx9pMPGWEwPLUTC8FRDDYQE8AA,EZDRybEVG6DR9C8PEkDw9p0ZCWHRlp4aCyFg070QC7HwC78QE8Fh1DYdDEFg3MYdDMAA,Lyney\\Thunder Manifestation\\Xinyan,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,1,0,4\\1,,,,TRUE,FALSE,AS,126,4,1
DarkShrine,Kanon,G6AA6isQAiHBTJEUGcEQip0dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Noelle\\Rosaria\\Zhongli,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,4\\1,,,,TRUE,FALSE,AS,127,4,1
